****                   MendelIHT Version 1.4.6                  ****
****     Benjamin Chu, Kevin Keys, Chris German, Hua Zhou       ****
****   Jin Zhou, Eric Sobel, Janet Sinsheimer, Kenneth Lange    ****
****                                                            ****
****                 Please cite our paper!                     ****
****         https://doi.org/10.1093/gigascience/giaa044        ****

Running sparse Multivariate Gaussian regression
Number of threads = 32
Link functin = GLM.IdentityLink()
Sparsity parameter (k) = 4678
Prior weight scaling = off
Doubly sparse projection = off
Debias = off
Max IHT iterations = 20000
Converging when tol < 0.0001 and iteration ≥ 5:

Iteration 1: loglikelihood = 1.9900806693628624e6, backtracks = 0, tol = 0.05038374598183472

Trait 10: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1  -8.69474e-6
   2 │        2   0.0221913
   3 │        3   0.0111238
   4 │        4   0.010356
   5 │        5   0.0012731
   6 │        6  -0.000465345
   7 │        7   0.00169089
   8 │        8  -0.00161116
   9 │        9  -0.000587529
  10 │       10  -3.89631e-5
  11 │       11  -5.04644e-5
  12 │       12   1.24807e-5
  13 │       13   0.00114531
  14 │       14   0.00216013

Trait 11: IHT estimated 225 nonzero SNP predictors
225×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    10145  -0.00245611
   2 │    10157   0.00126433
   3 │    10164  -0.00180432
   4 │    10171   0.00177109
   5 │    11577  -0.00183638
   6 │    11579   0.00190078
   7 │    11581  -0.00192428
   8 │    11590   0.00187614
   9 │    18165  -0.00351943
  10 │    18170  -0.00237181
  11 │    18178   0.00253389
  12 │    18181  -0.00665583
  13 │    18182   0.00553402
  14 │    18183  -0.00675903
  15 │    18184   0.00654726
  16 │    18185   0.00668425
  17 │    18186   0.00670517
  18 │    18187  -0.00357774
  19 │    18188   0.00651723
  20 │    18189   0.00654634
  21 │    18191   0.00215712
  22 │    18197  -0.00310476
  23 │    31767   0.00119778
  24 │    31770   0.000887512
  25 │    41940  -0.00245722
  26 │    41961  -0.00332344
  27 │    41964   0.00350403
  28 │    41965   0.00348322
  29 │    41968   0.00392755
  30 │    41971  -0.003038
  31 │    41974   0.00357891
  32 │    41975   0.00412692
  33 │    41977   0.00595315
  34 │    41978   0.00601112
  35 │    41979   0.00595108
  36 │    41985   0.00396714
  37 │    41986   0.00581211
  38 │    41988   0.00328721
  39 │    41989   0.00328025
  40 │    41990   0.00466087
  41 │    41992  -0.00579169
  42 │    41997  -0.0046774
  43 │    45816  -0.00359119
  44 │    45817  -0.00369272
  45 │    45821  -0.00355939
  46 │    45822  -0.00410364
  47 │    45823  -0.00406205
  48 │   146525   0.00182771
  49 │   146527   0.00245376
  50 │   146529   0.00258949
  51 │   146530   0.00159367
  52 │   146532   0.00242221
  53 │   146537   0.00191433
  54 │   146539   0.00187983
  55 │   146544   0.00185344
  56 │   146546   0.00190259
  57 │   146549   0.00323871
  58 │   146552   0.00341384
  59 │   146554   0.00368641
  60 │   146557   0.00401349
  61 │   146560   0.00396235
  62 │   146561   0.0039189
  63 │   146564   0.00395889
  64 │   146566   0.00393435
  65 │   146569   0.00298071
  66 │   146576   0.00377784
  67 │   146579   0.00346939
  68 │   146588  -0.00300938
  69 │   146596   0.00255063
  70 │   146598   0.00250041
  71 │   175032   0.00488881
  72 │   175040   0.00480909
  73 │   175041   0.00495295
  74 │   227989   0.00201933
  75 │   227991   0.00147299
  76 │   227993   0.00148858
  77 │   227994   0.00149538
  78 │   227996   0.00182095
  79 │   228000   0.00136645
  80 │   228001   0.00144864
  81 │   228002   0.00136533
  82 │   228003   0.00137024
  83 │   228004   0.0013651
  84 │   228005   0.00121879
  85 │   228006   0.00197407
  86 │   228007   0.00195882
  87 │   228008   0.00129958
  88 │   228014   0.00147027
  89 │   242601  -0.00338374
  90 │   242603  -0.00335091
  91 │   266000   0.00189346
  92 │   266002   0.00186193
  93 │   266003   0.00192463
  94 │   266004   0.00189295
  95 │   266006   0.00183431
  96 │   266007   0.00321897
  97 │   266008   0.00315282
  98 │   266009   0.00322376
  99 │   266010   0.00322063
 100 │   266011   0.00331323
 101 │   266021   0.00142979
 102 │   266031   0.00144805
 103 │   266037   0.00129289
 104 │   286075  -0.00080915
 105 │   286080  -0.00084352
 106 │   286084  -0.000798928
 107 │   301456  -0.00309606
 108 │   301457  -0.00198084
 109 │   301458   0.00155647
 110 │   301459  -0.0037639
 111 │   301462  -0.00381248
 112 │   301463  -0.0039294
 113 │   301464  -0.00353939
 114 │   301466  -0.00378555
 115 │   301467  -0.00383862
 116 │   301468  -0.00381728
 117 │   301469  -0.00376322
 118 │   301470  -0.00374358
 119 │   301471  -0.00382888
 120 │   301472  -0.00299797
 121 │   301473  -0.00380008
 122 │   301475  -0.00269848
 123 │   301476  -0.00369142
 124 │   301479  -0.00214783
 125 │   301480  -0.00317489
 126 │   301481  -0.000842731
 127 │   301482  -0.00112489
 128 │   301488   0.000573645
 129 │   301489   0.00114654
 130 │   301492   0.000514598
 131 │   301493   0.000538351
 132 │   333520  -0.00283287
 133 │   333522  -0.00285672
 134 │   373928  -0.00328103
 135 │   373948   0.00440744
 136 │   373950   0.0047893
 137 │   373951   0.00447169
 138 │   373952  -0.00451144
 139 │   373954  -0.00455522
 140 │   373955   0.00277272
 141 │   373956   0.00284267
 142 │   373962  -0.00257191
 143 │   373966   0.00213592
 144 │   373969  -0.00236415
 145 │   373973  -0.00166531
 146 │   373976   0.0045324
 147 │   373978   0.00279039
 148 │   373979  -0.00456307
 149 │   373987  -0.0042409
 150 │   373988  -0.00200629
 151 │   407592  -0.000739909
 152 │   407600  -0.000813836
 153 │   408087  -0.00189504
 154 │   411579   0.0021387
 155 │   411582   0.00288601
 156 │   411645   0.00181623
 157 │   432723  -0.00203476
 158 │   432731  -0.00237571
 159 │   432735  -0.00289145
 160 │   432745  -0.00242052
 161 │   432747  -0.00251797
 162 │   432754  -0.00718652
 163 │   432757  -0.00528322
 164 │   432759  -0.00724622
 165 │   432760  -0.00275805
 166 │   432761  -0.00268105
 167 │   434532  -0.00352959
 168 │   434545  -0.00376522
 169 │   434553  -0.00279078
 170 │   434560  -0.00313241
 171 │   434561  -0.0032058
 172 │   434573  -0.00352703
 173 │   434574  -0.00349114
 174 │   434594  -0.00272506
 175 │   438286  -0.00245463
 176 │   438303  -0.00184732
 177 │   438325  -0.00266531
 178 │   438339  -0.00203967
 179 │   438345  -0.00334146
 180 │   438363  -0.00215809
 181 │   438366  -0.00148542
 182 │   438391  -0.00158827
 183 │   438435  -0.00299975
 184 │   438439  -0.00225975
 185 │   438441  -0.00155011
 186 │   438442  -0.00283334
 187 │   438445  -0.00241668
 188 │   438448  -0.00568648
 189 │   438450  -0.00238526
 190 │   438455  -0.00626978
 191 │   438466  -0.00673951
 192 │   438467  -0.00313861
 193 │   438469  -0.0110702
 194 │   438470   0.0027802
 195 │   438476  -0.00449737
 196 │   438478  -0.00277203
 197 │   438479  -0.00851429
 198 │   438481  -0.00223503
 199 │   438483  -0.00584469
 200 │   438489  -0.00708639
 201 │   438492  -0.00743327
 202 │   438494  -0.00754458
 203 │   438499   0.00532199
 204 │   438500   0.00580292
 205 │   438505   0.00540557
 206 │   438507   0.00302066
 207 │   438509   0.0037384
 208 │   438511  -0.00661759
 209 │   438513   0.00304068
 210 │   438514   0.00310253
 211 │   438515  -0.00591045
 212 │   438516  -0.00280172
 213 │   438518  -0.0127765
 214 │   438519   0.00636857
 215 │   438520   0.00699395
 216 │   438525  -0.00625567
 217 │   438526   0.0072736
 218 │   438527   0.0049464
 219 │   438530  -0.0176627
 220 │   438531   0.00865176
 221 │   438533  -0.00630477
 222 │   438534  -0.00994495
 223 │   438557  -0.00180649
 224 │   438562  -0.00163089
 225 │   438575  -0.00172229

Trait 11: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1   3.44271e-5
   2 │        2   0.0272691
   3 │        3   0.000133474
   4 │        4  -0.000744848
   5 │        5  -0.000377684
   6 │        6   0.000554739
   7 │        7   0.000626849
   8 │        8  -0.00224934
   9 │        9  -0.00210149
  10 │       10   0.00122625
  11 │       11  -0.00121601
  12 │       12   0.000113612
  13 │       13   0.00127929
  14 │       14   9.61175e-5

Trait 12: IHT estimated 250 nonzero SNP predictors
250×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    10145  -0.00202285
   2 │    10160   0.00205467
   3 │    10164  -0.00153924
   4 │    10171   0.00163664
   5 │    18147  -0.0023048
   6 │    18165  -0.00324224
   7 │    18170  -0.0021026
   8 │    18171   0.00262862
   9 │    18174  -0.00237239
  10 │    18178   0.00280392
  11 │    18181  -0.0073543
  12 │    18182   0.00601327
  13 │    18183  -0.00741785
  14 │    18184   0.00716683
  15 │    18185   0.00735314
  16 │    18186   0.0073484
  17 │    18187  -0.00449193
  18 │    18188   0.00715153
  19 │    18189   0.00725909
  20 │    18191   0.00263186
  21 │    18197  -0.00298097
  22 │    18198  -0.00151588
  23 │    18212  -0.00163627
  24 │    18218  -0.00153227
  25 │    41961  -0.00241835
  26 │    41964   0.0056495
  27 │    41965   0.00561797
  28 │    41966  -0.00307321
  29 │    41968   0.00495346
  30 │    41971  -0.00252794
  31 │    41972  -0.00307373
  32 │    41974   0.00293887
  33 │    41975   0.00508161
  34 │    41977   0.00545431
  35 │    41978   0.00546707
  36 │    41979   0.00541015
  37 │    41985   0.0048356
  38 │    41986   0.00526233
  39 │    41988   0.00444444
  40 │    41989   0.00394782
  41 │    41990   0.00459088
  42 │    41992  -0.00522753
  43 │    41997  -0.0041871
  44 │    42933  -0.00373725
  45 │    42934  -0.00398372
  46 │    42935  -0.00399063
  47 │    45816  -0.00306562
  48 │    45817  -0.00312236
  49 │    45821  -0.0030303
  50 │    45822  -0.00375677
  51 │    45823  -0.00371556
  52 │   146505  -0.000226045
  53 │   146510  -0.000393902
  54 │   146512  -0.000423047
  55 │   146513  -0.000347501
  56 │   146518   0.000652092
  57 │   146519   0.000650221
  58 │   146520  -0.000238826
  59 │   146525   0.00239104
  60 │   146527   0.00220018
  61 │   146528  -0.00039604
  62 │   146529   0.00159385
  63 │   146530   0.00137464
  64 │   146531   0.000575304
  65 │   146532   0.00218766
  66 │   146537   0.00214719
  67 │   146538   0.00152673
  68 │   146539   0.00207366
  69 │   146540  -0.000400996
  70 │   146544   0.00199635
  71 │   146545   0.00110983
  72 │   146546   0.00223347
  73 │   146549   0.00302691
  74 │   146552   0.00374441
  75 │   146553  -0.000350385
  76 │   146554   0.00401459
  77 │   146557   0.00380159
  78 │   146560   0.00372603
  79 │   146561   0.00376704
  80 │   146564   0.00372038
  81 │   146566   0.00392075
  82 │   146569   0.00215432
  83 │   146576   0.00363391
  84 │   146577   0.000253034
  85 │   146579   0.00337145
  86 │   146580  -0.00172131
  87 │   146581  -0.000315724
  88 │   146583  -0.000315692
  89 │   146585  -0.000369015
  90 │   146587  -0.00036853
  91 │   146588  -0.00219
  92 │   146589   0.00025282
  93 │   146590  -0.000382631
  94 │   146591  -0.000223811
  95 │   146592  -0.000747794
  96 │   146595   0.000246047
  97 │   146596   0.0020031
  98 │   146598   0.00188509
  99 │   146602   0.000217185
 100 │   146603  -0.000203473
 101 │   146605  -0.000241021
 102 │   146607   0.000196611
 103 │   146609   0.000233826
 104 │   146617  -0.000211518
 105 │   158405   0.00161712
 106 │   158406   0.00183237
 107 │   158407   0.00176614
 108 │   174915   0.00238674
 109 │   174926   0.00243939
 110 │   174985   0.00206523
 111 │   174988   0.0020535
 112 │   175000   0.00158609
 113 │   175005   0.00144011
 114 │   175032   0.00223745
 115 │   175040   0.00221969
 116 │   175041   0.00232441
 117 │   175075   0.0023456
 118 │   175096   0.00238067
 119 │   225488   0.00152241
 120 │   225489   0.00145449
 121 │   225490   0.00160568
 122 │   225491   0.00155995
 123 │   227991   0.000830742
 124 │   227993   0.000835467
 125 │   227994   0.000817708
 126 │   228001   0.000830346
 127 │   228002   0.000852187
 128 │   228004   0.000854989
 129 │   228008   0.000787143
 130 │   228014   0.000841283
 131 │   242601  -0.00290579
 132 │   242602  -0.00286115
 133 │   242603  -0.00295282
 134 │   242607  -0.00287277
 135 │   242608   0.00160245
 136 │   266000   0.00116982
 137 │   266003   0.00121085
 138 │   266004   0.00124878
 139 │   266006   0.00115992
 140 │   266007   0.00270091
 141 │   266008   0.00251678
 142 │   266009   0.00258418
 143 │   266010   0.00255398
 144 │   266011   0.00274606
 145 │   266021   0.0016797
 146 │   266031   0.0019051
 147 │   301456  -0.00146267
 148 │   301459  -0.0021506
 149 │   301462  -0.00218349
 150 │   301463  -0.00222072
 151 │   301464  -0.00186405
 152 │   301466  -0.0022933
 153 │   301467  -0.0021603
 154 │   301468  -0.00210994
 155 │   301469  -0.00228906
 156 │   301470  -0.00227253
 157 │   301471  -0.0021364
 158 │   301472  -0.00134516
 159 │   301473  -0.00215065
 160 │   301475  -0.00154003
 161 │   301476  -0.00202303
 162 │   301479  -0.000492678
 163 │   301480  -0.00209087
 164 │   312049   0.00155478
 165 │   312051   0.00166876
 166 │   312052   0.00171892
 167 │   312055   0.00179624
 168 │   391780   0.000903104
 169 │   391795  -0.00109019
 170 │   394184   0.00224866
 171 │   401797  -0.00198128
 172 │   408087  -0.00148701
 173 │   408092   0.00157454
 174 │   411582   0.00254877
 175 │   432723  -0.00194596
 176 │   432731  -0.00199944
 177 │   432735  -0.00290358
 178 │   432745  -0.00181702
 179 │   432746  -0.00183214
 180 │   432747  -0.00191793
 181 │   432754  -0.0071475
 182 │   432757  -0.00551182
 183 │   432759  -0.00721029
 184 │   432760  -0.00229697
 185 │   432761  -0.00227405
 186 │   434519  -0.00219008
 187 │   434532  -0.00386389
 188 │   434545  -0.00408882
 189 │   434553  -0.00250213
 190 │   434560  -0.00311915
 191 │   434561  -0.00320607
 192 │   434573  -0.00356223
 193 │   434574  -0.00359489
 194 │   434594  -0.00303869
 195 │   438286  -0.00312064
 196 │   438303  -0.00187278
 197 │   438325  -0.00323957
 198 │   438334  -0.00141365
 199 │   438339  -0.00221175
 200 │   438345  -0.00408391
 201 │   438363  -0.00216731
 202 │   438366  -0.0020213
 203 │   438383  -0.0017143
 204 │   438391  -0.00224765
 205 │   438435  -0.0034813
 206 │   438439  -0.00270533
 207 │   438441  -0.00248105
 208 │   438442  -0.00332591
 209 │   438445  -0.00270829
 210 │   438448  -0.00555863
 211 │   438450  -0.00267095
 212 │   438455  -0.00627691
 213 │   438466  -0.00610768
 214 │   438467  -0.00385803
 215 │   438469  -0.0111678
 216 │   438470   0.00296056
 217 │   438476  -0.0047113
 218 │   438478  -0.00285422
 219 │   438479  -0.00818397
 220 │   438481  -0.00218432
 221 │   438483  -0.00567441
 222 │   438489  -0.00687133
 223 │   438492  -0.00719912
 224 │   438494  -0.00742041
